X_ref,Y_ref,Phi_ref,Kappa_ref,V_ref
66.0,-3.081106038127741,-0.48925877223827224,0.0025750232221516864,10.0
66.5,-3.346856132606871,-0.487677100925935,0.0030114073379473886,10.0
67.0,-3.611514101117079,-0.4858495421041626,0.00344933320701802,10.0
67.5,-3.8749247498341353,-0.4837758716572814,0.003889009168894504,10.0
68.0,-4.136933688485478,-0.4814558418775208,0.004330632879319405,10.0
68.5,-4.3973874258158165,-0.4788891864445405,0.004774389830959961,10.0
69.0,-4.656133464488625,-0.47607562601501163,0.0052204518175058,10.0
69.5,-4.913020395364226,-0.4730148744312009,0.005668975337175573,10.0
70.0,-5.1678979910957175,-0.46970664555748176,0.006120099932733434,10.0
70.5,-5.4206172989843235,-0.4661506607531416,0.00657394646609041,10.0
71.0,-5.671030733036231,-0.46234665698918154,0.007030615326710194,10.0
71.5,-5.918992165163516,-0.4582943956154991,0.007490184574517443,10.0
72.0,-6.164357015472234,-0.4539936717831469,0.007952708019403969,10.0
72.5,-6.406982341581356,-0.4494443245242253,0.008418213241215191,10.0
