Step,X_ref,Y_ref,X_act,Y_act,Lat_Error,Delta_f,Vx,X_est,Y_est
888,418,5.90218,416.921,6.13686,-0.0587667,-0.0288442,9.98236,416.843,6.18319
889,418,5.90218,417.404,6.00731,-0.0111,0.145689,9.98722,417.257,6.06735
890,418.5,5.76661,417.894,5.90345,-0.115178,0.0145408,9.99861,417.66,5.93594
891,419.5,5.47943,418.375,5.76586,-0.155988,-0.0360038,10.007,418.313,5.66854
892,420,5.32798,418.857,5.62746,0.0336188,0.11954,10.0137,418.92,5.58747
893,420.5,5.17141,419.349,5.52902,-0.0114183,-0.0448871,10.0164,419.469,5.46835
894,421,5.0098,419.83,5.38823,-0.134031,-0.198515,10.0119,419.782,5.28787
895,421.5,4.84325,420.303,5.21812,0.0502645,-0.0312729,10.0071,420.323,5.15219
896,422,4.67185,420.785,5.08464,0.100273,0.00896377,10.0068,420.932,5.02949
897,422.5,4.49569,421.265,4.94484,-0.100117,-0.165318,10.0064,421.385,4.80813
898,423,4.31489,421.732,4.75911,-0.218238,-0.199051,10.0029,421.766,4.59706
899,423,4.31489,422.194,4.56472,-0.0352154,-0.0245176,10.0039,422.283,4.52405
900,423.5,4.12955,422.666,4.39808,-0.0515108,0.150015,10.0041,422.674,4.287
901,424,3.93977,423.148,4.25692,0.0590893,-0.0242813,10.0036,423.195,4.26863
902,424.5,3.74566,423.613,4.07285,-0.0144004,-0.127151,10.007,423.662,4.07797
903,425,3.54733,424.074,3.87548,0.083309,-0.122014,10.005,424.158,3.98077
904,425.5,3.34491,424.534,3.67729,0.188487,0.0191088,10.0041,424.514,3.88584
905,426,3.13851,425.002,3.5015,-0.0063265,-0.0810776,10.0064,424.967,3.57433
906,426.5,2.92824,425.457,3.29244,-0.0644468,-0.166286,10.0045,425.339,3.38967
907,426.5,2.92824,425.904,3.06369,-0.0475223,0.00777915,10.0026,425.737,3.14451
908,427,2.71424,426.364,2.86858,-0.11018,0.0325771,9.99795,426.244,2.89935
909,428,2.27553,426.821,2.66664,-0.139623,-0.0900311,9.9967,426.812,2.67769
910,428.5,2.05108,427.266,2.43631,-0.189287,0.0391854,9.99906,427.288,2.39197
911,429,1.82341,427.725,2.23786,-0.00233191,0.0475648,9.99929,427.839,2.31363
912,429.5,1.59266,428.182,2.03527,0.0727057,0.201173,9.99983,428.403,2.06109
913,430,1.35895,428.657,1.87133,-0.0282079,0.0269263,9.99885,428.878,1.8088
914,430,1.35895,429.116,1.67262,-0.0735787,-0.147146,9.99663,429.263,1.6404
915,430.5,1.12243,429.564,1.44816,-0.084614,-0.0587872,9.99692,429.576,1.43568
916,431,0.883241,430.022,1.24627,-0.148514,0.0241711,9.99874,430.095,1.1249
917,431.5,0.641521,430.483,1.05196,-0.16032,-0.0378067,10.0047,430.567,0.903319
918,432,0.397415,430.935,0.838314,-0.0821635,0.136376,10.0032,430.909,0.709429
919,432.5,0.151067,431.406,0.666652,-0.0456378,-0.0334772,10.0036,431.439,0.605532
920,433,-0.0973753,431.86,0.453972,-0.0599574,-0.14674,10.0054,431.858,0.403681
921,433.5,-0.347764,432.305,0.224294,0.10553,0.00159407,10.0061,432.397,0.252823
922,433.5,-0.347764,432.765,0.0263256,0.00896394,-0.0295316,10.0027,432.711,0.0681447
923,434,-0.59995,433.216,-0.189939,0.00392027,-0.150091,9.99814,433.245,-0.188478
924,434.5,-0.853783,433.653,-0.434872,-0.0106584,0.0235559,9.99434,433.795,-0.543224
925,435,-1.10911,434.107,-0.642991,-0.165052,-0.0254659,9.99213,434.194,-0.822954
926,435.5,-1.36578,434.551,-0.873139,-0.0308201,-0.0242833,9.99174,434.658,-0.933891
927,436,-1.62364,434.995,-1.10218,0.260386,0.150224,9.99164,435.191,-1.00421
928,436.5,-1.88254,435.458,-1.29318,0.139626,0.0214213,9.99118,435.582,-1.29699
929,437,-2.14232,435.906,-1.51409,0.128523,-0.153112,9.99253,436.094,-1.50324
930,437.5,-2.40282,436.341,-1.76424,0.0696245,-0.127022,9.99271,436.454,-1.73969
931,437.5,-2.40282,436.778,-2.00713,-0.0416078,-0.119952,9.99371,436.794,-1.96897
932,438,-2.66388,437.209,-2.26055,0.168455,0.0499731,9.99479,437.305,-2.12859
933,438.5,-2.92536,437.655,-2.48685,0.188208,0.176597,9.99774,437.771,-2.39726
934,439,-3.1871,438.113,-2.69328,0.0104447,0.00206365,10.0011,438.07,-2.64999
935,439.5,-3.44893,438.552,-2.93412,-0.0758348,-0.165316,10.0061,438.494,-2.92239
936,440,-3.7107,438.978,-3.19995,-0.250314,0.00921694,10.0077,438.822,-3.34433
937,440.5,-3.97225,439.424,-3.42682,-0.16636,0.132132,10.0112,439.335,-3.55604
938,440.5,-3.97225,439.88,-3.63827,-0.0863506,0.20521,10.0194,439.723,-3.76762
939,441,-4.23343,440.344,-3.83182,-0.206746,0.150477,10.0245,440.144,-4.08378
940,441.5,-4.49408,440.807,-4.02549,0.0443356,-0.0239932,10.0245,440.644,-4.07657
941,442,-4.75404,441.259,-4.24242,0.192716,0.13844,10.0191,441.078,-4.22099
942,442.5,-5.01315,441.732,-4.40943,0.20436,-0.0351623,10.015,441.638,-4.40985
943,443,-5.27126,442.188,-4.61709,0.285028,-0.197663,10.0092,442.169,-4.51223
944,443.5,-5.52821,442.631,-4.85342,0.33965,-0.198324,10.0048,442.632,-4.70064
945,444,-5.78385,443.072,-5.09304,0.126196,-0.199874,10.0029,443.073,-5.0586
946,444.5,-6.03802,443.503,-5.349,0.00612244,-0.198008,9.99686,443.518,-5.37621
947,445,-6.29057,443.923,-5.6209,0.026328,-0.0234752,9.99779,443.903,-5.64368
948,445,-6.29057,444.357,-5.87039,0.109597,0.151058,9.99856,444.297,-5.84823
949,445.5,-6.54135,444.805,-6.09635,0.0218066,0.0827941,9.99719,444.731,-6.14272
950,446,-6.79021,445.242,-6.33786,-0.0792746,-0.091608,9.99665,445.171,-6.38373
951,446.5,-7.03699,445.665,-6.60661,-0.0694526,0.0191973,9.99448,445.709,-6.69618
952,447,-7.28155,446.104,-6.84484,0.0369239,0.143346,9.99576,446.164,-6.85526
953,447.5,-7.52373,446.556,-7.06163,-0.031197,0.0689053,9.99531,446.631,-7.06509
954,448,-7.7634,446.999,-7.29269,-0.084742,-0.0411309,9.99454,447.069,-7.30634
955,448.5,-8.0004,447.435,-7.53754,0.00234916,0.133402,9.99481,447.418,-7.51087
956,449,-8.2346,447.894,-7.73753,0.0368895,0.166596,9.99144,447.853,-7.71226
957,449.5,-8.46585,448.356,-7.93132,-0.0080512,-0.0079369,9.99318,448.355,-7.9719
958,449.5,-8.46585,448.804,-8.1544,-0.112449,-0.084315,10.0004,448.726,-8.16794
959,450,-8.69401,449.25,-8.38243,-0.152157,-0.0217642,10.006,449.191,-8.43649
960,450.5,-8.91894,449.702,-8.59667,-0.0675157,0.152626,10.0055,449.687,-8.68528
961,451,-9.14051,450.17,-8.77748,-0.0693909,0.141514,10.0072,450.154,-8.92572
962,451.5,-9.35858,450.636,-8.96105,-0.172702,-0.0226999,10.0075,450.535,-9.12448
963,452,-9.57302,451.091,-9.17033,-0.224936,-0.0515551,10.0057,450.962,-9.40877
964,452.5,-9.7837,451.548,-9.37523,-0.0668312,0.103565,10.0055,451.369,-9.44336
965,453,-9.9905,452.019,-9.5454,0.133027,0.142987,10.0058,451.985,-9.52263
966,453.5,-10.1933,452.492,-9.70915,0.169685,-0.0298941,9.99875,452.473,-9.61783
967,454,-10.3919,452.952,-9.90487,0.0238117,-0.196869,9.99115,452.961,-9.85667
968,454.5,-10.5863,453.401,-10.1293,0.0431874,-0.0672449,9.99056,453.487,-10.0811
969,455,-10.7763,453.861,-10.3262,0.0785982,0.107288,9.99526,453.871,-10.2786
970,455.5,-10.9619,454.331,-10.4981,-0.165437,0.116101,9.99708,454.386,-10.6618
971,456,-11.1428,454.8,-10.6727,-0.083273,-0.0191958,10.0008,454.892,-10.7942
972,456.5,-11.319,455.26,-10.8702,-0.0182178,0.155337,10.0022,455.361,-11.0005
973,456.5,-11.319,455.74,-11.0169,-0.153098,0.0597688,10.003,455.751,-11.1976
974,457.5,-11.6568,456.21,-11.1857,-0.079452,-0.0332184,10.0011,456.287,-11.3056
975,458,-11.8183,456.677,-11.3648,0.0827487,0.140956,9.99941,456.84,-11.39
976,458,-11.8183,457.161,-11.4969,0.164659,0.0666408,9.99806,457.217,-11.4178
977,458.5,-11.9746,457.638,-11.6479,-0.0151456,-0.0209614,10.0009,457.528,-11.6741
978,459,-12.1257,458.112,-11.809,-0.126894,-0.0679684,10.0038,457.907,-11.8884
979,459.5,-12.2715,458.584,-11.9759,-0.0695917,0.0907354,10.0073,458.471,-12.076
980,460,-12.4119,459.068,-12.1064,0.0160981,0.12921,10.0112,459.081,-12.2069
981,460.5,-12.5468,459.553,-12.2321,-0.00192786,0.0171048,10.0118,459.509,-12.288
982,461,-12.6761,460.032,-12.3771,-0.126584,-0.0685912,10.0127,460,-12.4907
983,461.5,-12.7998,460.509,-12.5324,-0.021014,0.0581433,10.0166,460.456,-12.5147
984,462,-12.9178,460.995,-12.6555,0.117867,0.176635,10.0213,461.004,-12.5995
985,462.5,-13.03,461.488,-12.7543,-0.0194446,0.121626,10.0227,461.513,-12.8428
986,463,-13.1363,461.978,-12.8604,-0.0122702,-0.052137,10.0197,462.126,-12.8973
987,463.5,-13.2368,462.461,-12.9941,-0.0313301,0.0725682,10.0131,462.613,-13.0654
988,464,-13.3312,462.953,-13.0867,0.0464338,0.123377,10.0111,463.071,-13.1053
989,464.5,-13.4196,463.447,-13.1697,-0.00853075,0.107418,10.0098,463.508,-13.2249
990,465,-13.5018,463.942,-13.25,0.161054,0.038765,10.0123,463.996,-13.202
991,465.5,-13.578,464.435,-13.3361,0.172157,0.118579,10.0129,464.432,-13.3385
992,466,-13.6479,464.934,-13.3926,0.0638072,-0.0559536,10.0189,464.984,-13.4027
993,466.5,-13.7116,465.426,-13.4885,-0.167231,-0.150793,10.0235,465.57,-13.614
994,467,-13.7691,465.916,-13.5994,-0.101473,0.02374,10.0241,466.085,-13.692
995,467.5,-13.8202,466.412,-13.6718,0.0259872,0.19816,10.0245,466.441,-13.6555
996,468,-13.865,466.914,-13.7125,0.118984,0.20058,10.0241,466.91,-13.6592
997,468.5,-13.9034,467.415,-13.7491,0.166809,0.0997247,10.0228,467.419,-13.6649
998,469,-13.9354,467.915,-13.7928,0.13681,-0.00381639,10.025,468.033,-13.7231
999,469.5,-13.961,468.414,-13.8445,-0.025154,-0.0137395,10.0258,468.446,-13.9026
1000,470,-13.9802,468.913,-13.89,-0.0744381,0.0362718,10.0221,469.001,-13.9391
1001,470.5,-13.993,469.413,-13.9229,-0.0958908,0.122753,10.0175,469.369,-13.985
1002,471,-13.9993,469.914,-13.9347,0.0701211,0.196958,10.0106,469.881,-13.9239
1003,471.5,-13.9991,470.416,-13.9234,0.108951,0.199576,10.0082,470.419,-13.9549
1004,472,-13.9925,470.917,-13.8991,0.0569725,0.0254755,10.0066,470.867,-13.9604
1005,472.5,-13.9795,471.417,-13.9006,0.0960511,-0.0806007,10.004,471.448,-13.8792
1006,472.5,-13.9795,471.918,-13.9119,0.0934399,0.0419942,10.0035,471.753,-13.9685
1007,473,-13.96,472.418,-13.89,0.123728,0.0541729,10.0048,472.223,-13.8823
1008,474,-13.9018,472.918,-13.8712,0.1029,-0.0876361,10.008,472.775,-13.8274
1009,474.5,-13.8631,473.419,-13.8853,0.0410558,0.0380952,10.0098,473.498,-13.8597
1010,475,-13.818,473.919,-13.8633,-0.0813664,0.0829951,10.0139,474.058,-13.9219
1011,475.5,-13.7666,474.419,-13.8363,-0.100552,0.124277,10.0081,474.526,-13.9521
1012,476,-13.7089,474.918,-13.7954,-0.0140304,0.197799,10.0033,475.069,-13.8371
1013,476.5,-13.6449,475.415,-13.7274,0.0755453,0.0862146,9.99842,475.652,-13.6633
1014,477,-13.5747,475.912,-13.6755,0.0593052,0.0723313,9.99227,476.161,-13.638
1015,477.5,-13.4983,476.408,-13.6097,0.0237086,0.0330829,9.99003,476.596,-13.5863
1016,478,-13.4158,476.903,-13.5455,-0.0382894,0.0291339,9.98792,476.999,-13.6082
1017,478.5,-13.3271,477.397,-13.476,-0.098411,0.0941291,9.98125,477.383,-13.6175
1018,479,-13.2324,477.888,-13.3868,0.0374885,0.0727182,9.97847,477.827,-13.403
1019,479.5,-13.1318,478.38,-13.2999,0.157476,0.113992,9.97793,478.3,-13.2608
1020,479.5,-13.1318,478.868,-13.1942,0.120452,0.0378059,9.97942,478.716,-13.2202
1021,480,-13.0252,479.358,-13.1003,0.0938095,-0.0898323,9.97808,479.215,-13.0646
1022,481,-12.7945,479.852,-13.0288,-0.0202019,-0.0645043,9.97545,479.759,-12.9816
1023,481.5,-12.6705,480.345,-12.9484,-0.0680199,0.0747113,9.97435,480.281,-12.9537
1024,482,-12.5409,480.832,-12.8407,-0.0765534,0.199865,9.97231,480.864,-12.8682
1025,482.5,-12.4058,481.314,-12.7067,-0.0424851,0.200482,9.97137,481.32,-12.7647
1026,482.5,-12.4058,481.794,-12.565,-0.121987,0.144796,9.97425,481.792,-12.7445
1027,483,-12.2651,482.271,-12.4191,-0.0335573,0.0583755,9.97488,482.265,-12.5409
1028,484,-11.9678,482.749,-12.2767,0.123481,0.0559102,9.97686,482.781,-12.2582
1029,484.5,-11.8112,483.224,-12.1223,0.0495983,-0.0255966,9.9794,483.298,-12.1482
1030,484.5,-11.8112,483.703,-11.9824,-0.0679048,-0.0827502,9.97858,483.658,-12.1074
